School,Email,Region,City,Phone,Website,Source,Notes
Scuola primaria di Gorzone - I.C. Darfo 2 (Statale),primaria.gorzone@icdarfo2.it,Brescia,Darfo Boario Terme,0364538643,https://www.icdarfo2.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola primaria di Montelabbatte (Statale),psic84100n@istruzione.it,PU,Montellabbate,0721499971,,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola Primaria e Casa dei Bambini (Statale),udic84500n@istruzione.it,Udine,Alesso,0432979411,https://www.ictrasaghis.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola primaria e Scuola secondaria di I° grado - I.C. ""Don L. Milani"" (Statale)",bsic843007@istruzione.it,Brescia,Rovato,0307721457,https://icdonmilani-rovato.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola Primaria e Secondaria di 1° grado - I.C. Statale Arcadia (Statale),miic8fw002@istruzione.it,Milano,Milano,0288446990,https://www.arcadia.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola Primaria IC Viale Legnano (Statale),miic8fg00t@istruzione.it,MI,Parabiago,0331551714,https://www.icsvialelegnano.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola primaria ICS Rossella Casini (Statale),fiic83400x@istruzione.it,Firenze,Scandicci,0557300732,https://www.icrossellacasini.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola primaria Il giardino del sapere educazione montessoriana APS (privata),info@giardinodelsapere.it,Milano,Pogliano Milanese,3402995260,https://www.giardinodelsapere.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Scuola primaria Istituto Comprensivo Statale VIII Elio Vittorini (Statale),sric829005@istruzione.it,Siracusa,Siracusa,093137085,https://www.vittorini.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola Primaria L'aura delle scoperte (Privata),lauradellescoperte@gmail.com,Lodi,Fombio - Località Retegno,3279672072,https://lauradellescoperte.wixsite.com/montessorifombio,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Scuola Primaria Largo Guerrieri Gonzaga (statale),miic8an00d@istruzione.it,Milano,MIlano,0288441498,https://www.mtcalcutta.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola Primaria Paritaria Montessori Brescia (paritaria),info@sorrisomontessori.it,Brescia,Brescia,3383491073,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Scuola Primaria plesso Fratte Rosa (Statale),psic83400e@istruzione.it,Pesaro Urbino,Fratte Rosa,0721777526,https://www.icbinottipergola.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola primaria “E. De Amicis” – I.C.,mnic83600p@istruzione.it,Mantova,Mantova,0376326496,https://www.icmantova3.gov.it,Opera Nazionale Montessori - Trova Scuola registry,
"Scuola Secondaria di 1 grado ""M. Montessori"" (Statale)",anic83100r@istruzione.it,Ancona,Castelfidardo,0717820763,https://icsoprani.gov.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola Secondaria di 1° grado - I.C ""V. Muzio"" (Statale)",bgic811007@istruzione.it,BG,Bergamo,035316754,https://www.icmuzio.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola Secondaria di 1° grado Maria Montessori (Paritaria),segreteria.medie@montessori.co.it,Como,Tavernola,031511937,https://www.montessori.co.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Scuola secondaria di I grado IC Darfo 2 (Statale),bsic864008@istruzione.it,Darfo Boario Terme,Darfo Boario Terme,0364531794,https://www.icdarfo2.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola secondaria di I grado IC Leonardo Sinisgalli (Statale),pzic87900x@istruzione.it,Potenza,Potenza,0971411793,https://www.icsinisgallipz.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola secondaria di I grado IC via Leonardo Da Vinci (Statale),miic8fk00p@istruzione.it,Milano,Cornaredo,0293263512,https://www.icsviadavinci.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola secondaria di I grado Plesso ""A. Moro"" - I.C. Urgnano B. Colleoni",bgic8aa007@istruzione.it,Urgnano,Urgnano,035892096,,Opera Nazionale Montessori - Trova Scuola registry,
Scuola secondaria di I grado Rolandino (Statale) dipende dal'I.C. n.20,boic87900b@istruzione.it,Bologna,Bologna,051347890,https://istitutocomprensivo20bologna.edu.it/luogo/via-g-pascoli-5/,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuole Montessori Ape Pina-Casa del fanciullo 6-11 (Privata),segreteria@apepina.it,,Palermo,3286348248,http://www.apepina.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Servizio Educativo Domiciliare ""Le Piccole Menti"" (Privata)",piccolementi.udine@gmail.com,Udine,Udine,3458114591,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Sezione Montessori Primaria Scuola Lotto (Statale),bgic87700t@istruzione.it,Bergamo,Ponteranica,035572019,https:// www.icsorisole.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Spazio Montessori, uno spazio per la famiglia",segreteria@spaziomontessori.com,Milano,Milano,,https://www.spaziomontessori.com,Opera Nazionale Montessori - Trova Scuola registry,
"Trapani Primaria ""Montessori"" 3° Circolo Didattico Statale ""Umberto di Savoia""Via G. B. Fardella, 285",tpee00300v@istruzione.it,Trapani,Trapani,0923540376,https://www.ddumbertodisavoia.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"“Datemi Tempo"" (accreditato con Regione Autonoma Valle D’Aosta) - Servizio socio educativo di Agri Tata_Fattoria Sociale",ideainmovimento@gmail.com,Aosta,Gressan,3311802065,https://www.montessoriinvalle.it,Opera Nazionale Montessori - Trova Scuola registry,
