org_name,country,city,website,email,facebook_url,instagram_url,followers_estimate,social_strength,org_type,schools_reached_estimate,montessori_related,dup_of_master,notes,source_file,montessori_fit,fit_reason
OneSky (fka Half the Sky Foundation),USA,San Francisco CA,https://onesky.org/,,,,not captured this sweep,4,network,"60,000+ caregivers trained across 300+ China welfare institutions, plus Mongolia + Vietnam",partial,no,Reggio-Emilia-inspired (not branded Montessori) preschool + caregiver-training model for orphaned/vulnerable children in China - directly relevant to Montree's China outreach angle,underpriv-global-networks-jul12.csv,PARTIAL,"Larger org with a real, documented Montessori component — Reggio-Emilia-inspired (not branded Montessori) preschool + caregiver-training model for orphaned/vulnerable…"
Roma Education Fund (REF),Hungary/Romania,Bucharest (regional office) / Budapest (HQ),https://roma.education/,,https://www.facebook.com/RomaEducationFund/,,not captured this sweep,4,network,operates across 16 countries,no,no,Largest dedicated Roma-education funder/network in Europe; REF Educators Network is a standing collaborative platform,underpriv-global-networks-jul12.csv,NOT,No Montessori affiliation; runs its own model — Largest dedicated Roma-education funder/network in Europe; REF Educators Network is a standing collaborative…
ERGO Network (European Roma Grassroots Organisations),Belgium,Brussels,https://ergonetwork.org/,,https://www.facebook.com/ERGONetwork/,,not captured this sweep,4,network,Brussels-based network of national/local Roma NGOs across the EU,no,no,EU-policy-facing Roma rights + education network; membership directory at ergonetwork.org/about-us/membership,underpriv-global-networks-jul12.csv,NOT,No Montessori affiliation; runs its own model — EU-policy-facing Roma rights + education network; membership directory at ergonetwork.org/about-us/membership
National Center for Montessori in the Public Sector (NCMPS),USA,West Hartford CT,https://www.public-montessori.org/,info@public-montessori.org,https://www.facebook.com/CenterForPublicMontessori/,,not captured this sweep,4,network,"dozens of public Montessori schools directly, hundreds of teachers, tens of thousands of children nationally (US)",yes,no,THE US hub for tuition-free public Montessori (equity/access mission); runs montessoricensus.org (school directory) - a natural Montree distribution partner,underpriv-global-networks-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — THE US hub for tuition-free public Montessori (equity/access mission); runs montessoricensus.org (school…
FX Foundation,South Africa,Cape Town (materials distributed pan-Africa),https://www.fx-foundation.org/,,,,Not found in snippets,3,ngo_program,,yes,no,Designs Montessori-inspired tactile learning materials for underprivileged early-childhood centers; distributes to under-resourced schools/ECD centers across Africa starting in SA; licensing-revenue self-sustaining model,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Designs Montessori-inspired tactile learning materials for underprivileged early-childhood centers;…
Zakoura Foundation,Morocco,Casablanca,https://www.zakoura.org/,,,,Not confirmed in snippets,3,network,,no,no,Major Moroccan foundation partnering with FMPS on national rural preschool expansion for disadvantaged communities,underpriv-africa-me-jul12.csv,NOT,No Montessori affiliation; runs its own model — Major Moroccan foundation partnering with FMPS on national rural preschool expansion for disadvantaged…
Iris Global - Zimpeto Children's Centre,Mozambique,Maputo (Zimpeto),https://www.irisglobal.org/locations/zimpeto,,,,Not confirmed in snippets,3,single_school,,no,no,"Home to ~200 children with baby house, special-needs care, primary+secondary schools, community clinic; large missionary-run children's campus near Maputo",underpriv-africa-me-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Home to ~200 children with baby house, special-needs care, primary+secondary schools, community clinic; large…"
SAVE Foundation,South Africa,Multi-region (expanded to Namibia + Botswana),https://savefoundation.org.za/,,,,Not confirmed,3,network,,no,no,"Founded 2006; supports under-resourced Educare (ECD) centres with funding, resources and teacher training across SA, Namibia and Botswana",underpriv-africa-me-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Founded 2006; supports under-resourced Educare (ECD) centres with funding, resources and teacher training…"
HOPE worldwide Botswana,Botswana,Gaborone,,,,,Not confirmed,3,ngo_program,,no,no,Part of the HOPE worldwide international network; supports orphans and vulnerable children (OVC) in Botswana incl. education access,underpriv-africa-me-jul12.csv,NOT,No Montessori affiliation; runs its own model — Part of the HOPE worldwide international network; supports orphans and vulnerable children (OVC) in Botswana…
Sudan Relief Fund,Sudan / South Sudan,Multi-region,https://sdnrlf.com/,,,,Not confirmed,3,ngo_program,,no,no,US-based fund building/supporting primary and secondary schools across South Sudan and Sudan amid ongoing conflict/displacement crisis,underpriv-africa-me-jul12.csv,NOT,No Montessori affiliation; runs its own model — US-based fund building/supporting primary and secondary schools across South Sudan and Sudan amid ongoing…
Ana Aqra Association,Lebanon,Beirut (national reach),https://anaaqra.com/,,,,Not confirmed,3,ngo_program,,no,no,"Delivers community-based early childhood + literacy education; reached 320+ out-of-school Syrian refugee children ages 3-5 in Barja, Mount Lebanon alone; broader national ECE + teacher-training programs",underpriv-africa-me-jul12.csv,NOT,No Montessori affiliation; runs its own model — Delivers community-based early childhood + literacy education; reached 320+ out-of-school Syrian refugee…
Bal Umang Drishya Sanstha (BUDS),India,New Delhi,budsngo.org,info@budsngo.org,facebook.com/budsngonewdelhi,instagram.com/balumangdrishyasanstha,5622,3,ngo_program,,no,no,"Drop-in centres with play-based early education for street/slum children in Delhi NCR + Nuh, Haryana",underpriv-asia-latam-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Drop-in centres with play-based early education for street/slum children in Delhi NCR + Nuh, Haryana"
Door Step School,India,Pune & Mumbai,doorstepschool.org,pune@doorstepschool.org,facebook.com/punedssf,instagram.com/doorstepschool,1571,3,mobile,,no,no,"School on Wheels mobile bus classrooms for migrant/slum children, 70,000+ children/yr since 1988",underpriv-asia-latam-jul12.csv,NOT,"No Montessori affiliation; runs its own model — School on Wheels mobile bus classrooms for migrant/slum children, 70,000+ children/yr since 1988"
VIDYA (Integrated Development for Youth & Adults),India,Gurgaon,vidya-india.org,office@vidya-india.org,facebook.com/VidyaDelhiNCR,instagram.com/vidya_india,3418,3,network,,no,no,"CBSE K-12 school + after-school programs for underserved communities across 5 metro cities, 650,000+ impacted",underpriv-asia-latam-jul12.csv,NOT,"No Montessori affiliation; runs its own model — CBSE K-12 school + after-school programs for underserved communities across 5 metro cities, 650,000+ impacted"
Vanavil Trust,India,"Nagapattinam, Tamil Nadu",vanavil.org,team@vanavil.org,facebook.com/vanavil,instagram.com/vanavil_trust,1055,3,single_school,,yes,no,"Montessori-method residential/day school for nomadic tribal children (Narikuravars), ~139 children, est. 2005",underpriv-asia-latam-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — Montessori-method residential/day school for nomadic tribal children (Narikuravars), ~139 children, est. 2005"
Gram Mangal,India,"Dahanu, Palghar, Maharashtra",grammangal.org,,facebook.com/Grammangal,,2582,3,network,,partial,no,"12+ Balwadis (preschools) + teacher training for tribal children, founded 1982, Tarabai Modak-lineage child-centred pedagogy",underpriv-asia-latam-jul12.csv,PARTIAL,"Larger org with a real, documented Montessori component — 12+ Balwadis (preschools) + teacher training for tribal children, founded 1982, Tarabai Modak-lineage…"
Vikramshila Education Resource Society,India,Kolkata,vikramshila.org,education2employability@gmail.com,facebook.com/Vikramshila,,2775,3,ngo_program,,no,no,"ECD (0-8yrs) programs for Kolkata slum children via Naba Disha learning centres, reached lakhs since 1989",underpriv-asia-latam-jul12.csv,NOT,"No Montessori affiliation; runs its own model — ECD (0-8yrs) programs for Kolkata slum children via Naba Disha learning centres, reached lakhs since 1989"
Good Shepherd Sisters Myanmar Montessori Preschools,Myanmar,"Yangon, Dala, Loikaw, Techileik, Magyikwin, Hopin",goodshepherdmyanmar.org,,,,,3,network,,yes,no,"Montessori preschools across 5 locations, ~770 children (majority IDPs); backed by Children of the Mekong",underpriv-asia-latam-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — Montessori preschools across 5 locations, ~770 children (majority IDPs); backed by Children of the Mekong"
Montessori Association of Thailand,Thailand,Samut Prakan,montessoriassothailand.org,,facebook.com/MontessoriAssoThailand,,1199,3,network,,yes,no,AMI-affiliated; multiplier partner — placed Montessori into 82+ Thai public school/orphanage programs since 2004,underpriv-asia-latam-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — AMI-affiliated; multiplier partner — placed Montessori into 82+ Thai public school/orphanage programs since…
Opal House Guatemala,Guatemala,"Agua Escondida, Solola (Lake Atitlan)",opalhouseguatemala.com,will@opalhouse.org,facebook.com/opalhouseguatemala,,549,3,single_school,,yes,no,Free Montessori preschool/K/1st for impoverished/disabled highland children + nutrition program,underpriv-asia-latam-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Free Montessori preschool/K/1st for impoverished/disabled highland children + nutrition program
Mi Casita Montessori,Guatemala,"La Esperanza, Quetzaltenango (Xela)",micasitamontessori.com,,facebook.com/MiCasitaMontessoriXela,,,3,single_school,,yes,no,"First Montessori program in Xela, grown from 6 to ~59 children (ages 2.5-9), low-income neighborhood",underpriv-asia-latam-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — First Montessori program in Xela, grown from 6 to ~59 children (ages 2.5-9), low-income neighborhood"
CRHF La Carpio Montessori Daycare,Costa Rica,"La Carpio, San Jose",crhf.org,,,,,3,ngo_program,,partial,no,"Full-day Montessori-inspired daycare in marginalized migrant settlement, local women trained as teachers",underpriv-asia-latam-jul12.csv,PARTIAL,"Larger org with a real, documented Montessori component — Full-day Montessori-inspired daycare in marginalized migrant settlement, local women trained as teachers"
Proyecto Social Montessori Peru,Peru,Lima,proyectosocialmontessoriperu.com,,,,,3,ngo_program,,yes,no,"Free Montessori sessions in borrowed spaces across vulnerable Lima neighborhoods, incl. special needs",underpriv-asia-latam-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — Free Montessori sessions in borrowed spaces across vulnerable Lima neighborhoods, incl. special needs"
Dominica School and Orphanage,Dominican Republic,La Urena,dominicaschool.org,,facebook.com/dominicaschool,,,3,single_school,,no,no,"Founded 1994; school+preschool for ~64 disadvantaged students ages 2-8, free meals",underpriv-asia-latam-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Founded 1994; school+preschool for ~64 disadvantaged students ages 2-8, free meals"
Manitoba First Nations Education Resource Centre (MFNERC),Canada,Winnipeg MB,https://www.mfnerc.org/,,https://www.facebook.com/mfnerc/,,not captured this sweep,3,network,provides services/resources to First Nations schools across Manitoba,no,no,Regional First Nations education service-delivery network (Canada),underpriv-global-networks-jul12.csv,NOT,No Montessori affiliation; runs its own model — Regional First Nations education service-delivery network (Canada)
First Nations Education Council (Conseil en Éducation des Premières Nations),Canada,Wendake QC,https://cepn-fnec.ca/en/,,https://www.facebook.com/cepn.fnec,,not captured this sweep,3,network,22 member First Nations communities in Quebec,no,no,Quebec First Nations education council - collective-strength model across 22 communities,underpriv-global-networks-jul12.csv,NOT,No Montessori affiliation; runs its own model — Quebec First Nations education council - collective-strength model across 22 communities
First Nations Education Foundation (FNEF),Canada,Vancouver BC,https://fnef.ca/,,https://www.facebook.com/FNEF.CA/,,not captured this sweep,3,foundation,language revitalisation + contemporary education tech for First Nations communities,no,no,Focused on preserving at-risk Indigenous languages via education technology,underpriv-global-networks-jul12.csv,NOT,No Montessori affiliation; runs its own model — Focused on preserving at-risk Indigenous languages via education technology
SNAICC - National Voice for our Children,Australia,Melbourne VIC,https://www.snaicc.org.au/,,,,not captured this sweep,3,network,national (Australia) peak body coordinating Aboriginal/Torres Strait Islander ECEC providers,no,no,Co-developed the National Aboriginal & Torres Strait Islander Early Childhood Strategy with the Australian govt,underpriv-global-networks-jul12.csv,NOT,No Montessori affiliation; runs its own model — Co-developed the National Aboriginal & Torres Strait Islander Early Childhood Strategy with the Australian…
Montessori for Social Justice,USA,Houston TX,https://www.montessoriforsocialjustice.org/,,https://www.facebook.com/montessoriforsocialjustice/,,not captured this sweep,3,network,US public-Montessori equity movement/conference community,yes,no,"Advocacy + conference community (not a funder/school operator) centring anti-racist, equity-driven Montessori practice",underpriv-global-networks-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — Advocacy + conference community (not a funder/school operator) centring anti-racist, equity-driven Montessori…"
Fe y Alegría Venezuela (chapter),Venezuela,Caracas,https://www.feyalegria.org/,,https://www.facebook.com/FeyAlegriaVenezuela/,https://www.instagram.com/feyalegriave/,FB 17K likes,3,network,national chapter of the wider 22-country federation,no,no,Listed separately from the international federation because its FB numbers were directly captured; see Federación Internacional de Fe y Alegría for the umbrella entry,underpriv-global-networks-jul12.csv,NOT,No Montessori affiliation; runs its own model — Listed separately from the international federation because its FB numbers were directly captured; see…
Montessori Global Growth Fund (MGGF),USA,Dallas TX,https://www.montessori-mggf.org/,info@montessori-mggf.org,https://www.facebook.com/montessori.mggf/,https://www.instagram.com/montessori.growth/,not captured this sweep - small/niche,3,foundation,"funds grassroots Montessori initiatives in under-resourced communities globally (Ghana, Côte d'Ivoire, Mexico, Eswatini, Dominican Republic, South Africa, etc.)",yes,no,"AMI/USF successor; THE main global Montessori-access grantmaker outside the EsF/AMI structure itself - sister org to EsF, not a literal duplicate contact; email confirmed live on site",underpriv-global-networks-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — AMI/USF successor; THE main global Montessori-access grantmaker outside the EsF/AMI structure itself - sister…
Karuna,United Kingdom,London,https://karuna.org/,,https://www.facebook.com/karuna.org/,,not captured this sweep,3,network,South Asia (India/Nepal/Bangladesh) education + livelihoods projects via local partners,no,no,Buddhist-values UK charity; works holistically with schools/parents/children to keep disadvantaged kids in mainstream education,underpriv-global-networks-jul12.csv,NOT,No Montessori affiliation; runs its own model — Buddhist-values UK charity; works holistically with schools/parents/children to keep disadvantaged kids in…
Project Favela,Brazil,Santa Cruz Cabrália (Bahia),https://www.facebook.com/projectfavela/,,https://www.facebook.com/projectfavela/,,"FB 6,235 likes",3,ngo_program,single-community favela education programme since 2011,no,no,Small but active Brazilian favela-education NGO with a real FB following,underpriv-global-networks-jul12.csv,NOT,No Montessori affiliation; runs its own model — Small but active Brazilian favela-education NGO with a real FB following
Fundación Argentina María Montessori (FAMM),Argentina,Buenos Aires,https://www.fundacionmontessori.org/,marisa@fundacionmontessori.org,,,not captured this sweep,3,foundation,AMI foundation + training centre running Montessori programmes in vulnerable contexts across Argentina/South America,yes,yes,Existing warm Montree contact (Marisa Canova de Sioli) already in active reply-thread tracking; PRIOR_CONTACT flag also in master CSV - re-listed here because it is exactly the multiplier-org type this sweep targets,underpriv-global-networks-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Existing warm Montree contact (Marisa Canova de Sioli) already in active reply-thread tracking; PRIOR_CONTACT…
Instituto Nueva Escuela (INE),Puerto Rico (USA),San Juan,https://www.inepr.org/,info@inepr.com,,,not captured this sweep,3,network,52+ Puerto Rico PUBLIC schools transformed to Montessori model (goal 100),yes,yes,Already in master CSV disadvantaged rows; nonprofit government-school-transformation network post-Hurricane Maria - re-listed here for the networks/multiplier layer,underpriv-global-networks-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Already in master CSV disadvantaged rows; nonprofit government-school-transformation network post-Hurricane…
Loreto Rainbow Homes,India,Kolkata,https://loretorainbowhomes.in/,,https://www.facebook.com/loretorainbowhomesorganization/,,not captured this sweep,3,ngo_program,600+ street girls across 6 homes in Kolkata; national Rainbow Homes Program network across India,no,no,Pioneering model (est. 1998 by Sr. Cyril Mooney) integrating street children directly into an elite convent school; now a national franchise (Rainbow Foundation of India),underpriv-global-networks-jul12.csv,NOT,No Montessori affiliation; runs its own model — Pioneering model (est. 1998 by Sr. Cyril Mooney) integrating street children directly into an elite convent…
Montessori Zimbabwe Trust,Zimbabwe,Bulawayo,https://montessorizimbabwe.org/,,https://www.facebook.com/MontessoriZimbabwe/,,FB 976 likes,2,single_school,,yes,no,NGO-registered Montessori centre; offers free tuition to police officers' preschool children + has hosted a rescued street child; periodic donations to disability/disadvantaged orgs; modest but genuinely Montessori + charitable,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — NGO-registered Montessori centre; offers free tuition to police officers' preschool children + has hosted a…
Amitofo Care Center (ACC),"Multiple (Namibia, Lesotho, Malawi, Swaziland)","Okahandja, Namibia (HQ regional)",https://www.amitofocarecenter.org/,,https://www.facebook.com/amitofocarecenter/,https://www.instagram.com/amitofocarecenter/,"FB 1,880 likes; IG 434",2,network,,no,no,"International NGO running boarding schools for vulnerable/orphaned children across Southern Africa (Namibia, Malawi, Lesotho, Eswatini); donor-sponsored, long-term poverty-cycle model",underpriv-africa-me-jul12.csv,NOT,"No Montessori affiliation; runs its own model — International NGO running boarding schools for vulnerable/orphaned children across Southern Africa (Namibia,…"
Questscope,Jordan,Amman,https://questscope.org/,,,,X/Twitter 778 followers; FB not confirmed,2,ngo_program,,no,no,"Non-formal education (NFE) partnered with Jordan's Ministry of Education; first accredited NFE curriculum in the Arab world; ~70,000 youth incl. Syrian refugees enrolled since inception",underpriv-africa-me-jul12.csv,NOT,No Montessori affiliation; runs its own model — Non-formal education (NFE) partnered with Jordan's Ministry of Education; first accredited NFE curriculum in…
SOUL for Development,Yemen,Sana'a,https://soul-ye.org/,,,,Not confirmed in snippets,2,ngo_program,,no,no,"Yemeni NGO est. 1997; pioneer of Early Childhood Development in Yemen, ran a private ECD preschool in Sana'a since 2006 (ages 2-8); broader children/women development programs nationwide",underpriv-africa-me-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Yemeni NGO est. 1997; pioneer of Early Childhood Development in Yemen, ran a private ECD preschool in Sana'a…"
Essor / Ivory Foundation Preschool Project,Mozambique,Maputo,https://theivoryfoundation.org/education-training/access-to-preschool-in-mozambique/,,,,Not confirmed,2,ngo_program,,no,no,"Project providing access to quality preschool for 60 vulnerable/orphaned children ages 3-6 in Maputo, run by association Essor with Ivory Foundation funding",underpriv-africa-me-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Project providing access to quality preschool for 60 vulnerable/orphaned children ages 3-6 in Maputo, run by…"
TOWOC (Together for Women and Children),Cameroon,Yaounde region,https://www.towoc.org/,,,,Not confirmed,2,ngo_program,,no,no,"NGO identifying and supporting needs of women, rural children and underprivileged communities across Cameroon",underpriv-africa-me-jul12.csv,NOT,"No Montessori affiliation; runs its own model — NGO identifying and supporting needs of women, rural children and underprivileged communities across Cameroon"
Children's Home Namibia,Namibia,Windhoek (Katutura Township),,,,,Not confirmed,2,single_school,,no,no,Helps disadvantaged/abused children in Katutura Township access school education and jobs/higher-education opportunities,underpriv-africa-me-jul12.csv,NOT,No Montessori affiliation; runs its own model — Helps disadvantaged/abused children in Katutura Township access school education and jobs/higher-education…
Refugee Youth Education Hub (RYEH),Kenya,Dadaab refugee complex,,,,,Not confirmed,2,ngo_program,,no,no,"Est. 2018; education + youth development + livelihood services for Somali refugee children/youth in Dadaab camps; 150,000+ donated books distributed; 7 staff + 100 volunteers",underpriv-africa-me-jul12.csv,NOT,No Montessori affiliation; runs its own model — Est. 2018; education + youth development + livelihood services for Somali refugee children/youth in Dadaab…
Mother Earth Montessori,Uganda,Gulu district (Northern Uganda),https://montessori-esf.org/blog/mother-earth-montessori-uganda,,,,Not confirmed,2,single_school,,yes,no,Montessori primary school opened Feb 2020 for 50 children ages 3-6 from families unable to afford preschool/kindergarten in war-recovering Northern Uganda,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Montessori primary school opened Feb 2020 for 50 children ages 3-6 from families unable to afford…
Gulu Montessori School,Uganda,Gulu district,https://gulumontessori.school.blog/,,,,Not confirmed,2,single_school,,yes,no,Founded by a Montessori teacher who relocated to Uganda to serve disadvantaged children in Gulu with authentic Montessori pedagogy,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Founded by a Montessori teacher who relocated to Uganda to serve disadvantaged children in Gulu with…
Washarika Montessori School,Uganda,Kampala area,https://washarika.org/montessori/,,,,Not confirmed,2,single_school,,yes,no,Montessori program run under the Washarika community organization in Uganda,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Montessori program run under the Washarika community organization in Uganda
Zambia Open Community Schools (ZOCS),Zambia,Lusaka (national network),https://www.globalgiving.org/donate/6212/zambia-open-community-schools-zocs/,,,,Not confirmed,2,network,,no,no,"Provides books/school requisites and access to quality education for Zambia's most needy children incl. OVC (orphans/vulnerable children), especially girls, preschool through secondary",underpriv-africa-me-jul12.csv,NOT,No Montessori affiliation; runs its own model — Provides books/school requisites and access to quality education for Zambia's most needy children incl. OVC…
Kids for the Kingdom / Needs Care Center,Zambia,Lusaka (Ng'ombe Compound),https://kidsforthekingdom.org/zambia/,,,,Not confirmed,2,single_school,,no,no,"Local NGO in Ng'ombe Compound serving 1,450 children with Christ-centered education + two meals daily for families affected by poverty and HIV/AIDS",underpriv-africa-me-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Local NGO in Ng'ombe Compound serving 1,450 children with Christ-centered education + two meals daily for…"
Small Projects Istanbul (SPI),Turkey,"Istanbul (Capa, Fatih district)",,,,,Not confirmed,2,ngo_program,,no,no,"Community center serving Syrian refugee children/teens in Fatih district; art, music, Turkish-language classes and homework support to keep interrupted schooling on track",underpriv-africa-me-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Community center serving Syrian refugee children/teens in Fatih district; art, music, Turkish-language…"
Montessori Ethiopia,Ethiopia,Addis Ababa,https://montessoriethiopia.com/,,,,Not confirmed,2,single_school,,yes,no,Ethiopian Montessori initiative building a 'peace-loving society' curriculum of peace applied to young children,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Ethiopian Montessori initiative building a 'peace-loving society' curriculum of peace applied to young…
Al Amal Program,Egypt,Cairo,https://www.facebook.com/Al.Amal.program/,,https://www.facebook.com/Al.Amal.program/,,Not confirmed,2,single_school,,no,no,Cairo-based program serving underprivileged children (name overlaps but distinct from Iraqi Al-Amal Association above),underpriv-africa-me-jul12.csv,NOT,No Montessori affiliation; runs its own model — Cairo-based program serving underprivileged children (name overlaps but distinct from Iraqi Al-Amal…
Gyan Shala,India,"Ahmedabad (HQ), multi-state",gyanshala.org,info@gyanshala.org,facebook.com/gyanshalaeso,instagram.com/eso_gyanshala,1300,2,network,,no,no,"Large low-cost school network for poor urban/rural children, ~45,000 children/yr across 9 cities",underpriv-asia-latam-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Large low-cost school network for poor urban/rural children, ~45,000 children/yr across 9 cities"
Katha,India,"New Delhi + Arunachal Pradesh, Haryana, Maharashtra",katha.org,info@katha.org,,,,2,ngo_program,,partial,no,"Schools for underprivileged children across 252 slums; Katha Lab School serves ~700 children/yr, StoryPedagogy model",underpriv-asia-latam-jul12.csv,PARTIAL,"Larger org with a real, documented Montessori component — Schools for underprivileged children across 252 slums; Katha Lab School serves ~700 children/yr,…"
Seto Gurans National Child Development Services,Nepal,Lalitpur/Kathmandu (26 districts),setoguransncds.org.np,info@setoguransrupandehi.com.np,facebook.com/setoguransncds,,,2,network,,no,no,"Nepal's pioneer ECD organization since 1979; community-based centres across 26 districts, 58 sister orgs",underpriv-asia-latam-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Nepal's pioneer ECD organization since 1979; community-based centres across 26 districts, 58 sister orgs"
Friends Lanka Child Foundation (FLCF),Sri Lanka,"Dehiwala, Colombo",flcf.lk,korala@flcf.lk,facebook.com/FLCFLK,instagram.com/flcflanka,914,2,ngo_program,,no,no,"Child education & care charity for underprivileged families, active since 2004",underpriv-asia-latam-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Child education & care charity for underprivileged families, active since 2004"
China Development Research Foundation (One Village One Preschool),China,"Beijing (HQ), rural central/western China",cdrf-en.cdrf.org.cn,comm@cdrf.org.cn,,,1300,2,network,,no,no,"Built 2,300+ village preschools/kindergartens for disadvantaged rural & minority children since 2009",underpriv-asia-latam-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Built 2,300+ village preschools/kindergartens for disadvantaged rural & minority children since 2009"
Mithing Pangarap Educational Foundation (MPEFI),Philippines,"Tondo, Manila",mpefi.org,info@mpefi.org,facebook.com/mpefi,,1200,2,ngo_program,,yes,yes,Outreach arm of Philippine Montessori Center; free Montessori pre-K-HS for Smokey Mountain former-dumpsite community since 1988,underpriv-asia-latam-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Outreach arm of Philippine Montessori Center; free Montessori pre-K-HS for Smokey Mountain former-dumpsite…
Cerdas Berdaya Foundation,Indonesia,"Cikarang Selatan, Bekasi",cerdasberdaya.org,,,,,2,ngo_program,,yes,no,"Runs Montessori-environment programs in underserved communities; donates Montessori materials, provides lead teacher",underpriv-asia-latam-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — Runs Montessori-environment programs in underserved communities; donates Montessori materials, provides lead…"
Hoa Mau Don Montessori-based Orphanage,Vietnam,Ho Chi Minh City,orphanagehoamaudon.wixsite.com/mau-don,orphanage.hoamaudon@gmail.com,facebook.com/hoamaudon.orphanage,,,2,single_school,,yes,no,"Montessori-based orphanage since 1998, ~55 children; 10-yr kindergarten support from Montessori Intl School of Vietnam",underpriv-asia-latam-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — Montessori-based orphanage since 1998, ~55 children; 10-yr kindergarten support from Montessori Intl School…"
Fundacion Maria Montessori (Otavalo),Ecuador,Otavalo,susiladharma.de,,,,,2,single_school,,partial,no,"Only inclusive school in Otavalo indigenous Kichwa region; ~60 children incl. disabilities, founded 1994",underpriv-asia-latam-jul12.csv,PARTIAL,"Larger org with a real, documented Montessori component — Only inclusive school in Otavalo indigenous Kichwa region; ~60 children incl. disabilities, founded 1994"
Diakonos International,Haiti,Carrefour (Port-au-Prince),diakonosintl.org,,,,,2,ngo_program,,yes,no,Family/orphan home; Montessori school for ages 3-6 started 2018 in underserved Carrefour,underpriv-asia-latam-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Family/orphan home; Montessori school for ages 3-6 started 2018 in underserved Carrefour
The Favela Foundation,United Kingdom,London (funds Rio de Janeiro programmes),https://www.thefavelafoundation.org/,,,,not captured this sweep,2,foundation,funds NGOs across 5 Rio de Janeiro favelas,no,no,UK-based funder channeling money to Rio favela-education NGOs (English classes + welfare programs),underpriv-global-networks-jul12.csv,NOT,No Montessori affiliation; runs its own model — UK-based funder channeling money to Rio favela-education NGOs (English classes + welfare programs)
Refugee & Migrant Education Network (RMEN),USA,(distributed/academic network),https://rmenetwork.org/,,https://www.facebook.com/RefugeeEdu/,,not captured this sweep,2,network,"80+ universities, NGOs and non-profits collaborating on refugee/migrant education",no,no,Academic-practitioner bridge network rather than a direct-service operator,underpriv-global-networks-jul12.csv,NOT,No Montessori affiliation; runs its own model — Academic-practitioner bridge network rather than a direct-service operator
Montessori Foundation of Ghana (MoFoG),Ghana,Accra,,,,,not captured this sweep,2,network,national (Ghana) Montessori school-quality network,yes,no,"MGGF grantee; works with Montessori schools throughout Ghana to raise quality - found via MGGF partner list, no independent site/social captured this sweep",underpriv-global-networks-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — MGGF grantee; works with Montessori schools throughout Ghana to raise quality - found via MGGF partner list,…"
Association Maria Montessori de Côte d'Ivoire (AMMCI),Côte d'Ivoire,Abidjan,,,,,not captured this sweep,2,network,launching first AMI 0-3 Diploma course in French on African soil,yes,no,"MGGF grantee; leading Francophone-Africa Montessori teacher-training expansion - found via MGGF partner list, no independent site/social captured this sweep",underpriv-global-networks-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — MGGF grantee; leading Francophone-Africa Montessori teacher-training expansion - found via MGGF partner list,…"
